0.000718,-0.000067,-0.276594,0.523725,-0.301548,0.000266,0.000773,0.000335,-0.275796,0.521985,-0.300803,-0.000924,-0.063313,0.050000,-0.213917,-0.588806,0.356629,0.337301,0.191131,0.055700,-0.050000,0.242223,-0.422362,0.009152,0.053564,-0.177308
0.000578,-0.000144,-0.275351,0.522254,-0.300784,0.000030,0.000606,0.000073,-0.274361,0.521339,-0.300832,-0.000501,-0.078887,0.050000,-0.205046,-0.626364,0.390104,0.381825,0.182154,0.072062,-0.050000,0.219722,-0.460292,-0.000232,0.081759,-0.190092
0.000344,-0.000264,-0.273304,0.520014,-0.299630,-0.000320,0.000334,-0.000324,-0.272042,0.520339,-0.300851,0.000143,-0.094392,0.050000,-0.193020,-0.666548,0.427698,0.428022,0.171261,0.090561,-0.050000,0.192426,-0.502431,-0.012361,0.112885,-0.203540
0.000105,-0.000374,-0.271252,0.518164,-0.298693,-0.000581,0.000067,-0.000653,-0.269806,0.519485,-0.300808,0.000669,-0.109757,0.050000,-0.174690,-0.711981,0.473523,0.477561,0.156539,0.113330,-0.050000,0.155546,-0.552980,-0.029975,0.149869,-0.218314
-0.000119,-0.000466,-0.269377,0.516935,-0.298092,-0.000716,-0.000169,-0.000874,-0.267862,0.518881,-0.300698,0.001010,-0.116025,0.050000,-0.150760,-0.744750,0.493271,0.496435,0.140491,0.133780,-0.050000,0.114896,-0.596076,-0.051639,0.180499,-0.227628
-0.000284,-0.000514,-0.268012,0.516516,-0.297932,-0.000711,-0.000332,-0.000949,-0.266579,0.518636,-0.300549,0.001116,-0.117749,0.050000,-0.124033,-0.771190,0.500000,0.500000,0.123781,0.153069,-0.050000,0.072364,-0.635449,-0.075327,0.207954,-0.234213
-0.000405,-0.000527,-0.266983,0.516486,-0.297994,-0.000649,-0.000446,-0.000944,-0.265726,0.518579,-0.300395,0.001112,-0.113063,0.050000,-0.093679,-0.787320,0.500000,0.500000,0.108620,0.169328,-0.050000,0.026199,-0.667922,-0.102463,0.228739,-0.235364
-0.000478,-0.000499,-0.266264,0.516654,-0.298181,-0.000572,-0.000513,-0.000884,-0.265269,0.518646,-0.300258,0.001051,-0.107501,0.050000,-0.063066,-0.801925,0.500000,0.500000,0.094118,0.184744,-0.050000,-0.020165,-0.699005,-0.130416,0.248003,-0.234732
-0.000520,-0.000446,-0.265737,0.516873,-0.298398,-0.000500,-0.000551,-0.000796,-0.265047,0.518760,-0.300136,0.000971,-0.100193,0.050000,-0.031936,-0.813492,0.500000,0.500000,0.080929,0.198480,-0.050000,-0.066927,-0.727316,-0.159997,0.264230,-0.230545
-0.000533,-0.000369,-0.265394,0.517138,-0.298639,-0.000433,-0.000562,-0.000682,-0.265041,0.518913,-0.300029,0.000875,-0.092297,0.050000,-0.000969,-0.823948,0.500000,0.500000,0.068983,0.210836,-0.050000,-0.112219,-0.753791,-0.191155,0.278015,-0.223534
-0.000519,-0.000276,-0.265241,0.517444,-0.298890,-0.000374,-0.000546,-0.000552,-0.265218,0.519068,-0.299931,0.000766,-0.084107,0.050000,0.029916,-0.833851,0.500000,0.500000,0.057657,0.222503,-0.050000,-0.156776,-0.779350,-0.223100,0.290580,-0.215116
-0.000486,-0.000175,-0.265235,0.517785,-0.299146,-0.000323,-0.000512,-0.000413,-0.265518,0.519209,-0.299836,0.000650,-0.075799,0.050000,0.060403,-0.842833,0.500000,0.500000,0.048323,0.232285,-0.050000,-0.197680,-0.802665,-0.256745,0.299750,-0.204592
-0.000434,-0.000072,-0.265395,0.518169,-0.299403,-0.000277,-0.000458,-0.000271,-0.265934,0.519316,-0.299741,0.000526,-0.067569,0.050000,0.090643,-0.851536,0.500000,0.500000,0.039619,0.241434,-0.050000,-0.237297,-0.825225,-0.290486,0.307871,-0.194062
-0.000371,0.000025,-0.265672,0.518581,-0.299653,-0.000234,-0.000392,-0.000136,-0.266407,0.519391,-0.299645,0.000400,-0.059499,0.050000,0.120390,-0.859687,0.500000,0.500000,0.032169,0.249323,-0.050000,-0.274357,-0.846283,-0.324418,0.313905,-0.183522
-0.000298,0.000114,-0.266062,0.519018,-0.299892,-0.000192,-0.000317,-0.000009,-0.266934,0.519436,-0.299547,0.000273,-0.051714,0.050000,0.149045,-0.867370,0.500000,0.500000,0.025695,0.255990,-0.050000,-0.309017,-0.865594,-0.357400,0.318268,-0.173208
-0.000222,0.000188,-0.266555,0.519453,-0.300103,-0.000146,-0.000237,0.000103,-0.267498,0.519471,-0.299462,0.000148,-0.044072,0.050000,0.177156,-0.874821,0.500000,0.500000,0.019708,0.262046,-0.050000,-0.342480,-0.884034,-0.389906,0.321797,-0.163005
-0.000149,0.000246,-0.267092,0.519844,-0.300272,-0.000102,-0.000159,0.000196,-0.268060,0.519497,-0.299391,0.000035,-0.037121,0.050000,0.202809,-0.881550,0.500000,0.500000,0.014434,0.266374,-0.050000,-0.372550,-0.899542,-0.419744,0.323491,-0.152720
-0.000084,0.000285,-0.267641,0.520140,-0.300372,-0.000061,-0.000091,0.000263,-0.268590,0.519520,-0.299345,-0.000055,-0.030485,0.050000,0.227453,-0.888012,0.500000,0.500000,0.009148,0.270155,-0.050000,-0.401586,-0.914077,-0.448426,0.324683,-0.142386
-0.000033,0.000309,-0.268134,0.520305,-0.300396,-0.000028,-0.000037,0.000303,-0.269042,0.519532,-0.299322,-0.000112,-0.024473,0.050000,0.250094,-0.893942,0.500000,0.500000,0.003840,0.272852,-0.050000,-0.428568,-0.926682,-0.474820,0.324881,-0.131951
0.000003,0.000318,-0.268569,0.520356,-0.300355,-0.000001,0.000001,0.000320,-0.269420,0.519537,-0.299318,-0.000140,-0.019175,0.050000,0.270699,-0.899337,0.500000,0.500000,-0.001666,0.274641,-0.050000,-0.453553,-0.937581,-0.498905,0.324247,-0.121727
0.000025,0.000314,-0.268944,0.520327,-0.300271,0.000023,0.000025,0.000319,-0.269723,0.519538,-0.299328,-0.000144,-0.014234,0.050000,0.290290,-0.904464,0.500000,0.500000,-0.007271,0.275977,-0.050000,-0.477541,-0.947629,-0.500000,0.323200,-0.111608
0.000035,0.000302,-0.269269,0.520267,-0.300173,0.000048,0.000037,0.000307,-0.269967,0.519536,-0.299344,-0.000133,-0.010300,0.050000,0.306950,-0.908841,0.500000,0.500000,-0.012972,0.276352,-0.050000,-0.498522,-0.955651,-0.500000,0.321143,-0.102574
0.000035,0.000283,-0.269555,0.520203,-0.300076,0.000074,0.000038,0.000287,-0.270158,0.519533,-0.299363,-0.000111,-0.006666,0.050000,0.322719,-0.912958,0.500000,0.500000,-0.018746,0.276519,-0.050000,-0.518486,-0.963152,-0.500000,0.318835,-0.094099
0.000027,0.000261,-0.269800,0.520152,-0.299995,0.000102,0.000032,0.000266,-0.270306,0.519531,-0.299380,-0.000083,-0.003625,0.050000,0.336728,-0.916558,0.500000,0.500000,-0.024668,0.276276,-0.050000,-0.536438,-0.969624,-0.500000,0.316033,-0.086732
0.000013,0.000240,-0.270007,0.520116,-0.299930,0.000130,0.000019,0.000243,-0.270418,0.519531,-0.299397,-0.000050,-0.001286,0.050000,0.349615,-0.919733,0.500000,0.500000,-0.030787,0.275733,-0.050000,-0.552464,-0.975222,-0.500000,0.312944,-0.080413
-0.000006,0.000219,-0.270170,0.520091,-0.299883,0.000155,0.000000,0.000222,-0.270497,0.519542,-0.299419,-0.000015,0.000704,0.050000,0.361945,-0.922695,0.500000,0.500000,-0.037003,0.275041,-0.050000,-0.567531,-0.980384,-0.500000,0.309711,-0.074617
-0.000028,0.000199,-0.270294,0.520073,-0.299851,0.000177,-0.000021,0.000202,-0.270552,0.519566,-0.299444,0.000019,0.001496,0.050000,0.373851,-0.925320,0.500000,0.500000,-0.043580,0.273982,-0.050000,-0.580071,-0.984352,-0.500000,0.306353,-0.069925
-0.000050,0.000179,-0.270377,0.520060,-0.299833,0.000194,-0.000044,0.000182,-0.270583,0.519607,-0.299479,0.000050,0.001939,0.050000,0.385873,-0.927928,0.500000,0.500000,-0.050097,0.272831,-0.050000,-0.591920,-0.987944,-0.500000,0.303046,-0.065512
-0.000070,0.000161,-0.270425,0.520052,-0.299826,0.000206,-0.000065,0.000163,-0.270595,0.519663,-0.299520,0.000077,0.001691,0.050000,0.398123,-0.930504,0.500000,0.500000,-0.056493,0.271498,-0.050000,-0.602403,-0.990793,-0.500000,0.299840,-0.061649
-0.000087,0.000143,-0.270442,0.520049,-0.299831,0.000214,-0.000084,0.000145,-0.270588,0.519733,-0.299567,0.000099,0.001269,0.050000,0.410148,-0.933086,0.500000,0.500000,-0.062390,0.270037,-0.050000,-0.611840,-0.993030,-0.500000,0.296771,-0.058252
-0.000101,0.000125,-0.270423,0.520041,-0.299843,0.000217,-0.000099,0.000127,-0.270560,0.519819,-0.299625,0.000113,0.000762,0.050000,0.422057,-0.935671,0.500000,0.500000,-0.068039,0.268514,-0.050000,-0.620758,-0.994964,-0.500000,0.293770,-0.055087
-0.000111,0.000110,-0.270376,0.520025,-0.299859,0.000217,-0.000112,0.000111,-0.270520,0.519917,-0.299688,0.000120,0.000688,0.050000,0.432440,-0.938039,0.500000,0.500000,-0.072605,0.266950,-0.050000,-0.628376,-0.996187,-0.500000,0.290987,-0.052391
-0.000119,0.000095,-0.270302,0.519993,-0.299877,0.000215,-0.000121,0.000097,-0.270465,0.520026,-0.299758,0.000120,0.000797,0.050000,0.442131,-0.940240,0.500000,0.500000,-0.076865,0.265446,-0.050000,-0.635532,-0.997213,-0.500000,0.288278,-0.049685
-0.000124,0.000083,-0.270215,0.519951,-0.299895,0.000214,-0.000129,0.000084,-0.270404,0.520132,-0.299828,0.000112,0.001266,0.050000,0.450458,-0.942113,0.500000,0.500000,-0.080522,0.264056,-0.050000,-0.641777,-0.997855,-0.500000,0.285715,-0.046960
-0.000128,0.000072,-0.270120,0.519900,-0.299913,0.000212,-0.000134,0.000073,-0.270339,0.520236,-0.299897,0.000098,0.001786,0.050000,0.457781,-0.943576,0.500000,0.499332,-0.083702,0.262880,-0.050000,-0.647116,-0.998193,-0.500000,0.283325,-0.043991
-0.000130,0.000063,-0.270028,0.519858,-0.299934,0.000210,-0.000137,0.000063,-0.270272,0.520319,-0.299959,0.000079,0.002329,0.050000,0.464609,-0.944834,0.500000,0.498324,-0.086644,0.261810,-0.050000,-0.652004,-0.998382,-0.500000,0.281021,-0.040900
-0.000129,0.000054,-0.269944,0.519833,-0.299961,0.000208,-0.000138,0.000054,-0.270204,0.520381,-0.300012,0.000057,0.002449,0.050000,0.470987,-0.945524,0.500000,0.494272,-0.088842,0.261119,-0.050000,-0.655739,-0.998237,-0.500000,0.278932,-0.037427
-0.000125,0.000047,-0.269871,0.519837,-0.299997,0.000203,-0.000134,0.000046,-0.270133,0.520411,-0.300051,0.000033,0.002399,0.050000,0.477352,-0.946110,0.500000,0.490476,-0.090766,0.260504,-0.050000,-0.659240,-0.998024,-0.500000,0.276899,-0.033954
-0.000118,0.000042,-0.269812,0.519865,-0.300041,0.000198,-0.000127,0.000040,-0.270064,0.520415,-0.300076,0.000008,0.002014,0.050000,0.483694,-0.946490,0.500000,0.487182,-0.092150,0.260041,-0.050000,-0.662283,-0.997678,-0.500000,0.274976,-0.030482
-0.000107,0.000040,-0.269765,0.519918,-0.300093,0.000192,-0.000117,0.000037,-0.269998,0.520395,-0.300089,-0.000018,0.001461,0.050000,0.489892,-0.946760,0.500000,0.484460,-0.093153,0.259615,-0.050000,-0.665084,-0.997229,-0.500000,0.273172,-0.027238
-0.000092,0.000040,-0.269731,0.519984,-0.300148,0.000185,-0.000103,0.000036,-0.269942,0.520359,-0.300090,-0.000042,0.000824,0.050000,0.496018,-0.946976,0.500000,0.482023,-0.093968,0.259208,-0.050000,-0.667767,-0.996728,-0.500000,0.271427,-0.024109
-0.000077,0.000043,-0.269707,0.520049,-0.300201,0.000178,-0.000089,0.000038,-0.269898,0.520320,-0.300085,-0.000065,0.000187,0.050000,0.501571,-0.947166,0.500000,0.480312,-0.094630,0.258747,-0.050000,-0.670274,-0.996094,-0.500000,0.269870,-0.021482
-0.000062,0.000048,-0.269691,0.520101,-0.300244,0.000171,-0.000074,0.000043,-0.269871,0.520286,-0.300075,-0.000084,-0.000413,0.050000,0.506917,-0.947369,0.500000,0.478732,-0.095256,0.258273,-0.050000,-0.672723,-0.995415,-0.500000,0.268371,-0.019020
-0.000049,0.000053,-0.269681,0.520133,-0.300274,0.000163,-0.000061,0.000047,-0.269860,0.520263,-0.300066,-0.000099,-0.000942,0.050000,0.511857,-0.947597,0.500000,0.477409,-0.095812,0.257776,-0.050000,-0.675062,-0.994648,-0.500000,0.266982,-0.016884
-0.000039,0.000056,-0.269675,0.520142,-0.300288,0.000155,-0.000050,0.000052,-0.269864,0.520252,-0.300059,-0.000110,-0.001368,0.050000,0.516403,-0.947842,0.500000,0.476295,-0.096245,0.257284,-0.050000,-0.677306,-0.993825,-0.500000,0.265649,-0.015082
-0.000030,0.000057,-0.269676,0.520126,-0.300284,0.000145,-0.000040,0.000054,-0.269878,0.520245,-0.300049,-0.000114,-0.001741,0.050000,0.520754,-0.948097,0.500000,0.475284,-0.096616,0.256794,-0.050000,-0.679503,-0.992976,-0.500000,0.264342,-0.013446
-0.000024,0.000055,-0.269684,0.520093,-0.300267,0.000136,-0.000031,0.000054,-0.269897,0.520233,-0.300033,-0.000113,-0.001878,0.050000,0.524501,-0.948343,0.500000,0.474485,-0.096705,0.256307,-0.050000,-0.681663,-0.992125,-0.500000,0.263094,-0.012385
-0.000018,0.000051,-0.269702,0.520045,-0.300236,0.000125,-0.000023,0.000051,-0.269915,0.520204,-0.300008,-0.000104,-0.001920,0.050000,0.528049,-0.948569,0.500000,0.473708,-0.096689,0.255818,-0.050000,-0.683852,-0.991309,-0.500000,0.261885,-0.011591
